,GTD ID,DATE,REGION,COUNTRY,CITY,Latitude,Longitude,PERPETRATOR GROUP,ATTACK TYPE,WEAPON TYPE,TARGET TYPE,FATALITIES,INJURED
3391,198401150008,1/15/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3392,198401150004,1/15/84,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3393,198401150003,1/15/84,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
3394,198401150002,1/15/84,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Israeli Terrorist Group,Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
3395,198401130011,1/13/84,Middle East & North Africa,Lebanon,Maghdouche,33.52173,35.38557,Palestine Liberation Organization (PLO),Armed Assault,Firearms,Military,0,0
3396,198401130010,1/13/84,Middle East & North Africa,Lebanon,Nabatiyeh,33.37749,35.48347,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,3
3397,198401130003,1/13/84,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Israeli Terrorist Group,Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
3398,198401120012,1/12/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3399,198401120011,1/12/84,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Palestine Liberation Organization (PLO),Armed Assault,Firearms,Military,0,0
3400,198401120010,1/12/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestine Liberation Organization (PLO),Armed Assault,Firearms,Military,0,3
3401,198401120003,1/12/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestine Liberation Organization (PLO),Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Military,0,0
3402,198401120002,1/12/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestine Liberation Organization (PLO),Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Military,0,0
3403,198401100010,1/10/84,Middle East & North Africa,Lebanon,Nabatiyeh,33.37749,35.48347,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3404,198401100004,1/10/84,Middle East & North Africa,Lebanon,Zahrani,25.2483,51.55865,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
3405,198401090003,1/9/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestine Liberation Organization (PLO),Armed Assault,Firearms,Military,0,1
3406,198401080004,1/8/84,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Palestine Liberation Organization (PLO),Armed Assault,Firearms,Military,0,1
3407,198401080003,1/8/84,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3408,198401050003,1/5/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Shia Muslim extremists (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3409,198401050002,1/5/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Shia Muslim extremists (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3410,198401040001,1/4/84,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
3411,198401020002,1/2/84,Middle East & North Africa,Israel,Kabatiya,23.77965,72.71111,Palestinians,Armed Assault,Incendiary,Transportation,0,0
3412,198401010011,1/1/84,Middle East & North Africa,Lebanon,Jezzine,33.54471,35.58324,Palestine Liberation Organization (PLO),Armed Assault,Incendiary,Military,0,0
3413,198401010010,1/1/84,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestine Liberation Organization (PLO),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3414,198401010008,1/1/84,Middle East & North Africa,Lebanon,Oleileh,,,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3415,198401010004,1/1/84,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Palestinians,Armed Assault,Incendiary,Military,0,0
3416,198312310003,12/31/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,3,0
3417,198312280014,12/28/83,Middle East & North Africa,Lebanon,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,2
3418,198312280013,12/28/83,Middle East & North Africa,Lebanon,Kfar Houneh,,,Unknown,Armed Assault,Firearms,Military,4,0
3419,198312210003,12/21/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Terror Against Terror (suspected),Armed Assault,Incendiary,Private Citizens & Property,Unknown,Unknown
3420,198312060006,12/6/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestine Liberation Organization (PLO) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,5,42
3421,198311040001,11/4/83,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Hezbollah (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3422,198308060001,8/6/83,Sub-Saharan Africa,South Africa,Hillbrow,-26.19059,28.04788,African National Congress (South Africa) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Religious Figures/Institutions,0,0
3423,198308050005,8/5/83,Middle East & North Africa,West Bank and Gaza Strip,Israel,31.78004,35.21874,Lebanese Resistance Group,Assassination,"Firearms,Explosives/Bombs/Dynamite",Military,3,5
3424,198307310002,7/31/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinians,Facility/Infrastructure Attack,Incendiary,Journalists & Media,Unknown,Unknown
3425,198307170008,7/17/83,Middle East & North Africa,Lebanon,Ein Anoub,25.14667,51.59175,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,6
3426,198307120005,7/12/83,Middle East & North Africa,Lebanon,Barouk,12.78792,-16.20376,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3427,198307120004,7/12/83,Middle East & North Africa,Lebanon,Bakhamboun,,,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3428,198307120003,7/12/83,Middle East & North Africa,Lebanon,Mansouriyeh,,,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
3429,198307110002,7/11/83,Middle East & North Africa,Lebanon,Khasbaya,26.30625,79.66938,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,18
3430,198307100011,7/10/83,Middle East & North Africa,Lebanon,Nabatiyah,26.4994,44.30816,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3431,198307100003,7/10/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3432,198307080003,7/8/83,Middle East & North Africa,Lebanon,Nabatiyah,26.4994,44.30816,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3433,198307060004,7/6/83,Middle East & North Africa,Lebanon,Aammiq,33.71533,35.76976,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3434,198307030001,7/3/83,Middle East & North Africa,Lebanon,Kafr Shima,30.05948,31.2483,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3435,198307010011,7/1/83,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
3436,198307010010,7/1/83,Middle East & North Africa,Lebanon,Kamad Al-Luz,,,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3437,198307010009,7/1/83,Middle East & North Africa,Lebanon,Jamhur,,,Palestinians,Armed Assault,Firearms,Police,Unknown,Unknown
3438,198306290006,6/29/83,Middle East & North Africa,Israel,Arub,10.10717,76.36427,Palestinians,Facility/Infrastructure Attack,Incendiary,Transportation,Unknown,Unknown
3439,198306290005,6/29/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,Unknown,2
3440,198306280005,6/28/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,2
3441,198306230007,6/23/83,Middle East & North Africa,Lebanon,Aammiq,33.71533,35.76976,Palestinians,Armed Assault,Firearms,Military,0,0
3442,198306220008,6/22/83,Middle East & North Africa,Lebanon,Aammiq,33.71533,35.76976,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3443,198306220007,6/22/83,Middle East & North Africa,Lebanon,Nabatiyah,26.4994,44.30816,Palestinians,Armed Assault,Firearms,Military,1,3
3444,198306210001,6/21/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3445,198306190001,6/19/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3446,198306180003,6/18/83,Middle East & North Africa,Israel,Qalqilya,,,Palestinians,Armed Assault,"Incendiary,Incendiary",Military,0,0
3447,198306160017,6/16/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3448,198306140010,6/14/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3449,198306130010,6/13/83,Middle East & North Africa,Lebanon,Chouf,52.18483,-6.38972,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3450,198306130009,6/13/83,Middle East & North Africa,Lebanon,Nabatiyah,26.4994,44.30816,Unknown,Armed Assault,Firearms,Military,Unknown,Unknown
3451,198306130006,6/13/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,0
3452,198306130005,6/13/83,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3453,198306120013,6/12/83,Middle East & North Africa,Lebanon,Kamad Al-Luz,,,Unknown,Armed Assault,Firearms,Military,Unknown,Unknown
3454,198306120012,6/12/83,Middle East & North Africa,Lebanon,Ammiq,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Food or Water Supply,Unknown,Unknown
3455,198306120004,6/12/83,Middle East & North Africa,Lebanon,Aley,33.80707,35.60164,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,2
3456,198306120003,6/12/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3457,198306110003,6/11/83,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Unknown,Armed Assault,Firearms,Military,Unknown,Unknown
3458,198306110001,6/11/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,6
3459,198306100006,6/10/83,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Lebanese National Resistance Front,Unknown,Unknown,Military,3,1
3460,198306100005,6/10/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3461,198306100004,6/10/83,Middle East & North Africa,Lebanon,Israel,31.78004,35.21874,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3462,198306100001,6/10/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Lebanese National Resistance Front,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3463,198306090004,6/9/83,Middle East & North Africa,Lebanon,Zahrani,25.2483,51.55865,Unknown,Armed Assault,Firearms,Military,Unknown,Unknown
3464,198306080002,6/8/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Lebanese National Resistance Front,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,7
3465,198306060005,6/6/83,Middle East & North Africa,Lebanon,Mansouriyeh,,,Unknown,Armed Assault,Firearms,Military,Unknown,Unknown
3466,198306060004,6/6/83,Middle East & North Africa,Lebanon,Yanta,33.61077,35.95048,Unknown,Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Military,Unknown,Unknown
3467,198306060002,6/6/83,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,0
3468,198306060001,6/6/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
3469,198306050015,6/5/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3470,198306040002,6/4/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3471,198306040001,6/4/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,1
3472,198306030007,6/3/83,Middle East & North Africa,Lebanon,Nabatiyah,26.4994,44.30816,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,Unknown,Unknown
3473,198306030006,6/3/83,Middle East & North Africa,Israel,Eshkol regional council,,,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3474,198306020004,6/2/83,Middle East & North Africa,Lebanon,Ein Zehaeta,43.0469,-2.20419,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
3475,198306010003,6/1/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Unknown,Armed Assault,Firearms,Military,0,1
3476,198306010001,6/1/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
3477,198305300009,5/30/83,Middle East & North Africa,Lebanon,Kamad Al-Luz,,,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3478,198305290006,5/29/83,Middle East & North Africa,Lebanon,Yanta,33.61077,35.95048,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3479,198305290005,5/29/83,Middle East & North Africa,Lebanon,Aammiq,33.71533,35.76976,Unknown,Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Military,0,1
3480,198305290004,5/29/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3481,198305290003,5/29/83,Middle East & North Africa,Lebanon,Maatrati,41.40414,14.12149,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,2
3482,198305280018,5/28/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3483,198305270021,5/27/83,Middle East & North Africa,Lebanon,Mansouriyeh,,,Palestinians,Armed Assault,Firearms,Military,1,3
3484,198305270020,5/27/83,Middle East & North Africa,Lebanon,Aammiq,33.71533,35.76976,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3485,198305260006,5/26/83,Middle East & North Africa,Lebanon,Hasbaya,33.39783,35.68622,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,14
3486,198305260002,5/26/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,1
3487,198305230048,5/23/83,Middle East & North Africa,Lebanon,Nabatiyah,26.4994,44.30816,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,1
3488,198305100002,5/10/83,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
3489,198305090002,5/9/83,Middle East & North Africa,Lebanon,Chouf,52.18483,-6.38972,Lebanese National Resistance Front,Armed Assault,Firearms,Military,0,1
3490,198305080004,5/8/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,7
3491,198305060001,5/6/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,6
3492,198305040005,5/4/83,Middle East & North Africa,Lebanon,Ain Zhalta,33.7448,35.69651,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,3
3493,198305030006,5/3/83,Middle East & North Africa,Lebanon,Kamad Al-Luz,,,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3494,198305030005,5/3/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3495,198305030002,5/3/83,Middle East & North Africa,Lebanon,Chouf,52.18483,-6.38972,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,3
3496,198304250002,4/25/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3497,198304240002,4/24/83,Middle East & North Africa,Lebanon,Zahrani,25.2483,51.55865,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,0
3498,198304190004,4/19/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Armed Assault,Incendiary,Transportation,0,0
3499,198304130008,4/13/83,Middle East & North Africa,Lebanon,Kfar Meshei,33.51621,35.76628,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3500,198304130007,4/13/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3501,198304130006,4/13/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,Unknown,Unknown
3502,198304110002,4/11/83,Middle East & North Africa,Lebanon,Kamad Al-Luz,,,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3503,198304100006,4/10/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3504,198304100005,4/10/83,Middle East & North Africa,Lebanon,Zahrani,25.2483,51.55865,Unknown,Armed Assault,Firearms,Military,Unknown,Unknown
3505,198304100004,4/10/83,Middle East & North Africa,Lebanon,Zahrani,25.2483,51.55865,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3506,198304100002,4/10/83,Middle East & North Africa,Lebanon,Damour,53.0707,-107.00171,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3507,198304100001,4/10/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,2
3508,198304080002,4/8/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Transportation,0,0
3509,198304060002,4/6/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,0
3510,198304050003,4/5/83,Middle East & North Africa,Lebanon,Chouf,52.18483,-6.38972,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,2
3511,198304050002,4/5/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3512,198304040005,4/4/83,Middle East & North Africa,Lebanon,Agriyeh,32.29303,35.71336,Lebanese National Resistance Front,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3513,198304040001,4/4/83,Middle East & North Africa,Israel,Tulkarm,32.31743,35.0308,Palestinians,Facility/Infrastructure Attack,Incendiary,Government (General),Unknown,Unknown
3514,198304030006,4/3/83,Middle East & North Africa,West Bank and Gaza Strip,Nablus,32.22112,35.26032,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,5
3515,198304020004,4/2/83,Middle East & North Africa,Israel,Eshkol regional council,,,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,0,0
3516,198304000011,1983-04-00,Middle East & North Africa,Lebanon,Wadi az-Zaynah,,,Lebanese National Resistance Front,Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Police,2,0
3517,198303300008,3/30/83,Middle East & North Africa,Lebanon,Dir al-Harp,37.58097,-120.98385,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3518,198303300007,3/30/83,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3519,198303300004,3/30/83,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Business,0,0
3520,198303290006,3/29/83,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Unknown,Armed Assault,Firearms,Military,0,1
3521,198303290005,3/29/83,Middle East & North Africa,Lebanon,Ansar,33.37857,35.35551,Unknown,Armed Assault,Firearms,Military,Unknown,Unknown
3522,198303290004,3/29/83,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3523,198303290003,3/29/83,Middle East & North Africa,West Bank and Gaza Strip,Gaza,54.7785,26.04165,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3524,198303280007,3/28/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,1,2
3525,198303260007,3/26/83,Middle East & North Africa,Israel,Bethlehem,31.70425,35.2063,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,Unknown,Unknown
3526,198303240009,3/24/83,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3527,198303210013,3/21/83,Middle East & North Africa,Lebanon,Zahrani,25.2483,51.55865,Palestinians,Armed Assault,Firearms,Military,Unknown,Unknown
3528,198303180005,3/18/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Armed Assault,Firearms,Military,0,1
3529,198303180004,3/18/83,Middle East & North Africa,Lebanon,Damour,53.0707,-107.00171,Palestinians,Armed Assault,Firearms,Police,Unknown,Unknown
3530,198303160004,3/16/83,Middle East & North Africa,Lebanon,Israel,31.78004,35.21874,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,2,0
3531,198303150005,3/15/83,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3532,198303130002,3/13/83,Middle East & North Africa,Lebanon,Tyre,42.99329,-76.80567,Palestinians,Armed Assault,Firearms,Military,Unknown,2
3533,198303130001,3/13/83,Middle East & North Africa,Lebanon,Sidon,33.56253,35.36757,Palestinians,Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Military,0,7
3534,198303050005,3/5/83,Middle East & North Africa,West Bank and Gaza Strip,Deer-Sharaph,,,Palestinians,Armed Assault,Firearms,Military,0,0
3535,198303040001,3/4/83,Middle East & North Africa,West Bank and Gaza Strip,Israel,31.78004,35.21874,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,1,0
3536,198303020001,3/2/83,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinians,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Private Citizens & Property,0,0
3537,198302280007,2/28/83,Middle East & North Africa,Lebanon,Seel,30.3519,76.51557,Palestinians,Bombing/Explosion,"Firearms,Explosives/Bombs/Dynamite",Police,Unknown,Unknown
3538,198302280006,2/28/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Police,Unknown,Unknown
3539,198302270003,2/27/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestine Liberation Organization (PLO) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,0,1
3540,198302270002,2/27/83,Middle East & North Africa,Israel,Kafr Saba,30.06715,31.27594,Palestine Liberation Organization (PLO) (suspected),Bombing/Explosion,Explosives/Bombs/Dynamite,Military,Unknown,Unknown
3541,198302270001,2/27/83,Middle East & North Africa,Israel,Tel Aviv,32.08557,34.78954,Palestinians,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite",Private Citizens & Property,0,0
3542,198302250002,2/25/83,Middle East & North Africa,Israel,Tze elim,31.20336,34.53527,Palestinians,Bombing/Explosion,Explosives/Bombs/Dynamite,Private Citizens & Property,5,3
3543,198302240001,2/24/83,Middle East & North Africa,Israel,Tze elim,31.20336,34.53527,Unknown,Bombing/Explosion,Explosives/Bombs/Dynamite,Military,5,0
3544,198302170005,2/17/83,Middle East & North Africa,West Bank and Gaza Strip,Hebron,31.53449,35.08619,Palestinians,Armed Assault,Firearms,Private Citizens & Property,0,1
3545,198302170004,2/17/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Palestinians,Armed Assault,Incendiary,Transportation,0,0
3546,198302160003,2/16/83,Middle East & North Africa,Lebanon,Ain Zhalta,33.7448,35.69651,Palestinians,Armed Assault,Firearms,Military,2,2
3547,198302160002,2/16/83,Middle East & North Africa,Israel,Bethlehem,31.70425,35.2063,Palestinians,Armed Assault,Firearms,Private Citizens & Property,Unknown,Unknown
3548,198302150006,2/15/83,Middle East & North Africa,Lebanon,Beirut,33.89607,35.50678,Palestinians,Bombing/Explosion,"Explosives/Bombs/Dynamite,Firearms",Military,Unknown,Unknown
3549,198302150005,2/15/83,Middle East & North Africa,Israel,Ramat Hadar,32.80083,34.99811,Palestinians,Bombing/Explosion,"Explosives/Bombs/Dynamite,Explosives/Bombs/Dynamite,Firearms",Private Citizens & Property,Unknown,Unknown
3550,198302100001,2/10/83,Middle East & North Africa,Israel,Jerusalem,31.78004,35.21874,Unknown,Bombing/Explosion,"Unknown,Explosives/Bombs/Dynamite",Government (General),1,9
